filepaths,age,gender,race
./data/UTKFace\30_1_0_20170117150420803.jpg.chip.jpg,3,1,0
./data/UTKFace\38_0_0_20170116001012194.jpg.chip.jpg,3,0,0
./data/UTKFace\36_0_2_20170104165035320.jpg.chip.jpg,3,0,2
./data/UTKFace\30_0_0_20170117130638578.jpg.chip.jpg,3,0,0
./data/UTKFace\32_1_1_20170116174204651.jpg.chip.jpg,3,1,1
./data/UTKFace\31_1_1_20170116233436288.jpg.chip.jpg,3,1,1
./data/UTKFace\32_0_4_20170104204203947.jpg.chip.jpg,3,0,4
./data/UTKFace\37_1_0_20170103182837146.jpg.chip.jpg,3,1,0
./data/UTKFace\35_0_1_20170113141808954.jpg.chip.jpg,3,0,1
./data/UTKFace\32_0_0_20170112202940706.jpg.chip.jpg,3,0,0
./data/UTKFace\36_0_4_20170117183138902.jpg.chip.jpg,3,0,4
./data/UTKFace\38_0_1_20170113152802880.jpg.chip.jpg,3,0,1
./data/UTKFace\32_1_4_20170105165021555.jpg.chip.jpg,3,1,4
./data/UTKFace\32_0_0_20170117182315092.jpg.chip.jpg,3,0,0
./data/UTKFace\37_1_0_20170117184458864.jpg.chip.jpg,3,1,0
./data/UTKFace\37_1_2_20170104005945096.jpg.chip.jpg,3,1,2
./data/UTKFace\39_0_0_20170104210549580.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_0_20170104183852983.jpg.chip.jpg,3,0,0
./data/UTKFace\32_0_1_20170113174103202.jpg.chip.jpg,3,0,1
./data/UTKFace\33_1_0_20170117174727549.jpg.chip.jpg,3,1,0
./data/UTKFace\30_1_2_20170116162625578.jpg.chip.jpg,3,1,2
./data/UTKFace\39_0_3_20170119203900686.jpg.chip.jpg,3,0,3
./data/UTKFace\32_0_0_20170117092643676.jpg.chip.jpg,3,0,0
./data/UTKFace\36_1_0_20170117183334597.jpg.chip.jpg,3,1,0
./data/UTKFace\32_1_2_20170103181041008.jpg.chip.jpg,3,1,2
./data/UTKFace\33_1_1_20170113005238142.jpg.chip.jpg,3,1,1
./data/UTKFace\30_0_0_20170117120709730.jpg.chip.jpg,3,0,0
./data/UTKFace\35_1_0_20170117092559828.jpg.chip.jpg,3,1,0
./data/UTKFace\36_1_0_20170117005907450.jpg.chip.jpg,3,1,0
./data/UTKFace\34_0_1_20170113173645019.jpg.chip.jpg,3,0,1
./data/UTKFace\34_1_3_20170105001226421.jpg.chip.jpg,3,1,3
./data/UTKFace\35_0_0_20170117191345092.jpg.chip.jpg,3,0,0
./data/UTKFace\35_1_2_20170105162414267.jpg.chip.jpg,3,1,2
./data/UTKFace\34_0_3_20170119162817677.jpg.chip.jpg,3,0,3
./data/UTKFace\35_1_1_20170112213029215.jpg.chip.jpg,3,1,1
./data/UTKFace\30_0_0_20170117120219701.jpg.chip.jpg,3,0,0
./data/UTKFace\30_1_3_20170119204037590.jpg.chip.jpg,3,1,3
./data/UTKFace\35_0_2_20170117175222858.jpg.chip.jpg,3,0,2
./data/UTKFace\35_0_1_20170117185851939.jpg.chip.jpg,3,0,1
./data/UTKFace\35_1_4_20170117203326008.jpg.chip.jpg,3,1,4
./data/UTKFace\30_1_2_20170104022925822.jpg.chip.jpg,3,1,2
./data/UTKFace\35_1_0_20170105172544509.jpg.chip.jpg,3,1,0
./data/UTKFace\30_1_0_20170117150931275.jpg.chip.jpg,3,1,0
./data/UTKFace\34_1_1_20170116165755990.jpg.chip.jpg,3,1,1
./data/UTKFace\32_1_1_20170113011600858.jpg.chip.jpg,3,1,1
./data/UTKFace\30_1_0_20170117092552049.jpg.chip.jpg,3,1,0
./data/UTKFace\32_0_1_20170117121017975.jpg.chip.jpg,3,0,1
./data/UTKFace\35_1_0_20170117191336914.jpg.chip.jpg,3,1,0
./data/UTKFace\32_0_0_20170117133741076.jpg.chip.jpg,3,0,0
./data/UTKFace\32_1_4_20170117203127032.jpg.chip.jpg,3,1,4
./data/UTKFace\39_0_3_20170117184958153.jpg.chip.jpg,3,0,3
./data/UTKFace\35_0_4_20170117153010428.jpg.chip.jpg,3,0,4
./data/UTKFace\35_1_0_20170103182732026.jpg.chip.jpg,3,1,0
./data/UTKFace\34_0_1_20170104173008466.jpg.chip.jpg,3,0,1
./data/UTKFace\33_1_0_20170117134148014.jpg.chip.jpg,3,1,0
./data/UTKFace\31_0_0_20170117153916924.jpg.chip.jpg,3,0,0
./data/UTKFace\33_1_1_20170116024027298.jpg.chip.jpg,3,1,1
./data/UTKFace\38_0_3_20170119155935681.jpg.chip.jpg,3,0,3
./data/UTKFace\35_1_0_20170117183056734.jpg.chip.jpg,3,1,0
./data/UTKFace\39_1_3_20170119172010681.jpg.chip.jpg,3,1,3
./data/UTKFace\31_1_3_20170119195945900.jpg.chip.jpg,3,1,3
./data/UTKFace\34_1_1_20170114033230436.jpg.chip.jpg,3,1,1
./data/UTKFace\35_0_0_20170117135252857.jpg.chip.jpg,3,0,0
./data/UTKFace\32_0_0_20170116224730121.jpg.chip.jpg,3,0,0
./data/UTKFace\31_0_0_20170109004623215.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_0_20170117134959477.jpg.chip.jpg,3,0,0
./data/UTKFace\31_1_0_20170117131127303.jpg.chip.jpg,3,1,0
./data/UTKFace\36_0_0_20170117175609824.jpg.chip.jpg,3,0,0
./data/UTKFace\34_0_0_20170104181316780.jpg.chip.jpg,3,0,0
./data/UTKFace\39_1_0_20170105184017031.jpg.chip.jpg,3,1,0
./data/UTKFace\32_1_0_20170104234949266.jpg.chip.jpg,3,1,0
./data/UTKFace\35_1_2_20170117135409365.jpg.chip.jpg,3,1,2
./data/UTKFace\35_0_0_20170117191049755.jpg.chip.jpg,3,0,0
./data/UTKFace\30_1_0_20170117143857490.jpg.chip.jpg,3,1,0
./data/UTKFace\35_1_0_20170116222948039.jpg.chip.jpg,3,1,0
./data/UTKFace\31_0_0_20170114034207474.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_3_20170119211535833.jpg.chip.jpg,3,0,3
./data/UTKFace\38_1_0_20170104200929513.jpg.chip.jpg,3,1,0
./data/UTKFace\32_1_4_20170103225047472.jpg.chip.jpg,3,1,4
./data/UTKFace\35_0_1_20170117015451562.jpg.chip.jpg,3,0,1
./data/UTKFace\36_0_0_20170117091125717.jpg.chip.jpg,3,0,0
./data/UTKFace\38_0_3_20170119212105475.jpg.chip.jpg,3,0,3
./data/UTKFace\37_1_0_20170117160423705.jpg.chip.jpg,3,1,0
./data/UTKFace\32_0_2_20170116190200837.jpg.chip.jpg,3,0,2
./data/UTKFace\37_0_1_20170116205022380.jpg.chip.jpg,3,0,1
./data/UTKFace\30_0_1_20170120220639355.jpg.chip.jpg,3,0,1
./data/UTKFace\33_0_3_20170119200505620.jpg.chip.jpg,3,0,3
./data/UTKFace\38_1_4_20170116233353646.jpg.chip.jpg,3,1,4
./data/UTKFace\34_0_0_20170117120149082.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_0_20170117155112202.jpg.chip.jpg,3,0,0
./data/UTKFace\34_0_3_20170119151259742.jpg.chip.jpg,3,0,3
./data/UTKFace\35_1_2_20170116191223232.jpg.chip.jpg,3,1,2
./data/UTKFace\30_1_0_20170103183908075.jpg.chip.jpg,3,1,0
./data/UTKFace\31_0_2_20170116170847276.jpg.chip.jpg,3,0,2
./data/UTKFace\36_0_4_20170117163456359.jpg.chip.jpg,3,0,4
./data/UTKFace\31_1_1_20170117162539709.jpg.chip.jpg,3,1,1
./data/UTKFace\32_1_1_20170116173307655.jpg.chip.jpg,3,1,1
./data/UTKFace\33_1_0_20170103180737106.jpg.chip.jpg,3,1,0
./data/UTKFace\35_1_1_20170113012820273.jpg.chip.jpg,3,1,1
./data/UTKFace\30_1_2_20170116191236376.jpg.chip.jpg,3,1,2
./data/UTKFace\37_0_0_20170108235752354.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_4_20170103230610313.jpg.chip.jpg,3,0,4
./data/UTKFace\34_1_0_20170117182752390.jpg.chip.jpg,3,1,0
./data/UTKFace\32_0_3_20170119200203836.jpg.chip.jpg,3,0,3
./data/UTKFace\33_0_0_20170111181750364.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_1_20170113155220675.jpg.chip.jpg,3,0,1
./data/UTKFace\32_0_1_20170116002236204.jpg.chip.jpg,3,0,1
./data/UTKFace\33_0_4_20170104172723834.jpg.chip.jpg,3,0,4
./data/UTKFace\38_0_1_20170113190540449.jpg.chip.jpg,3,0,1
./data/UTKFace\35_0_0_20170104201328371.jpg.chip.jpg,3,0,0
./data/UTKFace\31_1_3_20170104223530512.jpg.chip.jpg,3,1,3
./data/UTKFace\31_0_1_20170113173411619.jpg.chip.jpg,3,0,1
./data/UTKFace\35_1_1_20170116222717126.jpg.chip.jpg,3,1,1
./data/UTKFace\35_1_0_20170117174759002.jpg.chip.jpg,3,1,0
./data/UTKFace\32_0_0_20170117000815389.jpg.chip.jpg,3,0,0
./data/UTKFace\30_0_2_20170116163631134.jpg.chip.jpg,3,0,2
./data/UTKFace\31_1_1_20170117094849113.jpg.chip.jpg,3,1,1
./data/UTKFace\35_1_0_20170104171655778.jpg.chip.jpg,3,1,0
./data/UTKFace\34_0_3_20170119200718133.jpg.chip.jpg,3,0,3
./data/UTKFace\30_1_0_20170104234753946.jpg.chip.jpg,3,1,0
./data/UTKFace\37_0_3_20170119194851635.jpg.chip.jpg,3,0,3
./data/UTKFace\39_1_1_20170116224200976.jpg.chip.jpg,3,1,1
./data/UTKFace\36_1_0_20170117091704944.jpg.chip.jpg,3,1,0
./data/UTKFace\39_0_3_20170119194600707.jpg.chip.jpg,3,0,3
./data/UTKFace\35_1_3_20170117183045293.jpg.chip.jpg,3,1,3
./data/UTKFace\36_1_3_20170119202142021.jpg.chip.jpg,3,1,3
./data/UTKFace\34_0_0_20170117123737793.jpg.chip.jpg,3,0,0
./data/UTKFace\31_1_1_20170113012024246.jpg.chip.jpg,3,1,1
./data/UTKFace\35_0_3_20170119151444959.jpg.chip.jpg,3,0,3
./data/UTKFace\36_0_1_20170117194044752.jpg.chip.jpg,3,0,1
./data/UTKFace\36_0_0_20170116182401789.jpg.chip.jpg,3,0,0
./data/UTKFace\32_1_1_20170112234515247.jpg.chip.jpg,3,1,1
./data/UTKFace\35_0_4_20170117153235020.jpg.chip.jpg,3,0,4
./data/UTKFace\37_1_0_20170103163519252.jpg.chip.jpg,3,1,0
./data/UTKFace\35_0_0_20170116182345117.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_0_20170117190124521.jpg.chip.jpg,3,0,0
./data/UTKFace\35_1_2_20170116164633129.jpg.chip.jpg,3,1,2
./data/UTKFace\36_0_1_20170113151650223.jpg.chip.jpg,3,0,1
./data/UTKFace\35_1_2_20170117092216605.jpg.chip.jpg,3,1,2
./data/UTKFace\30_0_0_20170116221914812.jpg.chip.jpg,3,0,0
./data/UTKFace\38_0_0_20170117140605859.jpg.chip.jpg,3,0,0
./data/UTKFace\31_0_1_20170117165741027.jpg.chip.jpg,3,0,1
./data/UTKFace\37_0_0_20170117183417406.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_1_20170117143158631.jpg.chip.jpg,3,0,1
./data/UTKFace\34_1_1_20170104011329697.jpg.chip.jpg,3,1,1
./data/UTKFace\35_0_1_20170117020814210.jpg.chip.jpg,3,0,1
./data/UTKFace\32_1_1_20170116025959945.jpg.chip.jpg,3,1,1
./data/UTKFace\35_0_4_20170104192501919.jpg.chip.jpg,3,0,4
./data/UTKFace\34_1_0_20170117171647603.jpg.chip.jpg,3,1,0
./data/UTKFace\37_1_2_20170116184911351.jpg.chip.jpg,3,1,2
./data/UTKFace\30_0_0_20170120220656642.jpg.chip.jpg,3,0,0
./data/UTKFace\34_1_1_20170116224143264.jpg.chip.jpg,3,1,1
./data/UTKFace\31_1_2_20170116191228244.jpg.chip.jpg,3,1,2
./data/UTKFace\32_0_1_20170113173627946.jpg.chip.jpg,3,0,1
./data/UTKFace\36_0_1_20170113161458922.jpg.chip.jpg,3,0,1
./data/UTKFace\36_0_3_20170119183044775.jpg.chip.jpg,3,0,3
./data/UTKFace\30_1_4_20170104171702193.jpg.chip.jpg,3,1,4
./data/UTKFace\35_0_1_20170117141825261.jpg.chip.jpg,3,0,1
./data/UTKFace\32_1_0_20170105163404036.jpg.chip.jpg,3,1,0
./data/UTKFace\31_0_3_20170119195940339.jpg.chip.jpg,3,0,3
./data/UTKFace\32_0_1_20170113135328377.jpg.chip.jpg,3,0,1
./data/UTKFace\30_0_4_20170117202929576.jpg.chip.jpg,3,0,4
./data/UTKFace\35_0_2_20170116191223232.jpg.chip.jpg,3,0,2
./data/UTKFace\32_1_0_20170117123939602.jpg.chip.jpg,3,1,0
./data/UTKFace\30_1_0_20170117131022202.jpg.chip.jpg,3,1,0
./data/UTKFace\35_0_3_20170119201209708.jpg.chip.jpg,3,0,3
./data/UTKFace\33_0_0_20170113210127212.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_1_20170117143142516.jpg.chip.jpg,3,0,1
./data/UTKFace\35_0_1_20170116235211478.jpg.chip.jpg,3,0,1
./data/UTKFace\30_0_2_20170116174814595.jpg.chip.jpg,3,0,2
./data/UTKFace\35_1_2_20170116164245925.jpg.chip.jpg,3,1,2
./data/UTKFace\35_1_0_20170117171423779.jpg.chip.jpg,3,1,0
./data/UTKFace\38_0_4_20170109013315959.jpg.chip.jpg,3,0,4
./data/UTKFace\39_1_0_20170117184938337.jpg.chip.jpg,3,1,0
./data/UTKFace\32_0_0_20170117091150717.jpg.chip.jpg,3,0,0
./data/UTKFace\30_0_1_20170113190501769.jpg.chip.jpg,3,0,1
./data/UTKFace\31_0_1_20170117135511623.jpg.chip.jpg,3,0,1
./data/UTKFace\36_1_0_20170117091600475.jpg.chip.jpg,3,1,0
./data/UTKFace\32_1_1_20170113001546316.jpg.chip.jpg,3,1,1
./data/UTKFace\39_1_0_20170105165044508.jpg.chip.jpg,3,1,0
./data/UTKFace\31_0_2_20170112003835278.jpg.chip.jpg,3,0,2
./data/UTKFace\30_1_2_20170116161338805.jpg.chip.jpg,3,1,2
./data/UTKFace\30_0_0_20170117143444827.jpg.chip.jpg,3,0,0
./data/UTKFace\31_1_1_20170117135704010.jpg.chip.jpg,3,1,1
./data/UTKFace\32_0_2_20170117134716913.jpg.chip.jpg,3,0,2
./data/UTKFace\30_0_1_20170117202835519.jpg.chip.jpg,3,0,1
./data/UTKFace\32_0_1_20170113152213617.jpg.chip.jpg,3,0,1
./data/UTKFace\35_1_2_20170116180021408.jpg.chip.jpg,3,1,2
./data/UTKFace\33_1_1_20170112235129592.jpg.chip.jpg,3,1,1
./data/UTKFace\35_0_1_20170113173010410.jpg.chip.jpg,3,0,1
./data/UTKFace\30_0_3_20170119195741363.jpg.chip.jpg,3,0,3
./data/UTKFace\34_0_3_20170119200559340.jpg.chip.jpg,3,0,3
./data/UTKFace\32_1_0_20170103182602906.jpg.chip.jpg,3,1,0
./data/UTKFace\36_0_0_20170104205158732.jpg.chip.jpg,3,0,0
./data/UTKFace\35_0_1_20170117172007523.jpg.chip.jpg,3,0,1
./data/UTKFace\32_0_0_20170104201035977.jpg.chip.jpg,3,0,0
./data/UTKFace\36_0_1_20170113142408744.jpg.chip.jpg,3,0,1
./data/UTKFace\35_0_0_20170117141853785.jpg.chip.jpg,3,0,0
./data/UTKFace\34_0_0_20170116193401057.jpg.chip.jpg,3,0,0
./data/UTKFace\36_0_1_20170113163308366.jpg.chip.jpg,3,0,1
./data/UTKFace\37_1_0_20170104165602361.jpg.chip.jpg,3,1,0
./data/UTKFace\38_0_0_20170109012846030.jpg.chip.jpg,3,0,0
./data/UTKFace\44_0_0_20170117135644544.jpg.chip.jpg,4,0,0
./data/UTKFace\49_0_0_20170117170554905.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_0_20170117203225383.jpg.chip.jpg,4,0,0
./data/UTKFace\42_0_0_20170117154802826.jpg.chip.jpg,4,0,0
./data/UTKFace\42_1_0_20170104174238714.jpg.chip.jpg,4,1,0
./data/UTKFace\48_0_0_20170117000056530.jpg.chip.jpg,4,0,0
./data/UTKFace\42_1_0_20170117154806950.jpg.chip.jpg,4,1,0
./data/UTKFace\48_0_0_20170104184719245.jpg.chip.jpg,4,0,0
./data/UTKFace\49_0_1_20170111200637109.jpg.chip.jpg,4,0,1
./data/UTKFace\45_0_3_20170119204138943.jpg.chip.jpg,4,0,3
./data/UTKFace\44_0_0_20170117003404757.jpg.chip.jpg,4,0,0
./data/UTKFace\49_1_0_20170117160556897.jpg.chip.jpg,4,1,0
./data/UTKFace\45_1_3_20170119183505494.jpg.chip.jpg,4,1,3
./data/UTKFace\41_0_2_20170116192512743.jpg.chip.jpg,4,0,2
./data/UTKFace\43_0_0_20170108224844372.jpg.chip.jpg,4,0,0
./data/UTKFace\46_0_1_20170113184447960.jpg.chip.jpg,4,0,1
./data/UTKFace\49_0_0_20170117180047148.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_1_20170116010133085.jpg.chip.jpg,4,0,1
./data/UTKFace\42_0_1_20170117171628313.jpg.chip.jpg,4,0,1
./data/UTKFace\46_0_1_20170113142033812.jpg.chip.jpg,4,0,1
./data/UTKFace\46_0_0_20170108235049898.jpg.chip.jpg,4,0,0
./data/UTKFace\48_1_0_20170110154607979.jpg.chip.jpg,4,1,0
./data/UTKFace\43_0_0_20170117171851443.jpg.chip.jpg,4,0,0
./data/UTKFace\48_0_3_20170105180807302.jpg.chip.jpg,4,0,3
./data/UTKFace\46_0_0_20170116232849958.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_0_20170116232933985.jpg.chip.jpg,4,0,0
./data/UTKFace\42_0_0_20170117185753668.jpg.chip.jpg,4,0,0
./data/UTKFace\41_1_0_20170105172643292.jpg.chip.jpg,4,1,0
./data/UTKFace\45_0_0_20170117180013541.jpg.chip.jpg,4,0,0
./data/UTKFace\48_1_3_20170119195845924.jpg.chip.jpg,4,1,3
./data/UTKFace\40_1_0_20170111182452872.jpg.chip.jpg,4,1,0
./data/UTKFace\40_0_0_20170117120447856.jpg.chip.jpg,4,0,0
./data/UTKFace\40_1_0_20170117154626844.jpg.chip.jpg,4,1,0
./data/UTKFace\42_1_0_20170105164308955.jpg.chip.jpg,4,1,0
./data/UTKFace\40_0_1_20170117141443985.jpg.chip.jpg,4,0,1
./data/UTKFace\43_0_0_20170117142951181.jpg.chip.jpg,4,0,0
./data/UTKFace\45_1_0_20170117152126596.jpg.chip.jpg,4,1,0
./data/UTKFace\45_0_1_20170113183341175.jpg.chip.jpg,4,0,1
./data/UTKFace\42_0_0_20170104170602137.jpg.chip.jpg,4,0,0
./data/UTKFace\49_0_0_20170104212516069.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_3_20170109003040502.jpg.chip.jpg,4,0,3
./data/UTKFace\42_1_0_20170117154913871.jpg.chip.jpg,4,1,0
./data/UTKFace\43_0_3_20170119202340885.jpg.chip.jpg,4,0,3
./data/UTKFace\47_0_0_20170120222544769.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_0_20170113141815046.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_1_20170113135553050.jpg.chip.jpg,4,0,1
./data/UTKFace\43_0_1_20170113173701232.jpg.chip.jpg,4,0,1
./data/UTKFace\40_1_0_20170103181824761.jpg.chip.jpg,4,1,0
./data/UTKFace\42_0_1_20170117171628313.jpg.chip.jpg,4,0,1
./data/UTKFace\40_0_0_20170116212308931.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_4_20170108230309811.jpg.chip.jpg,4,0,4
./data/UTKFace\45_0_4_20170117203306895.jpg.chip.jpg,4,0,4
./data/UTKFace\45_0_3_20170104220631406.jpg.chip.jpg,4,0,3
./data/UTKFace\40_0_0_20170117182353980.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_1_20170120221116053.jpg.chip.jpg,4,0,1
./data/UTKFace\40_0_0_20170117120447856.jpg.chip.jpg,4,0,0
./data/UTKFace\42_0_2_20170104165448593.jpg.chip.jpg,4,0,2
./data/UTKFace\48_0_0_20170117153924476.jpg.chip.jpg,4,0,0
./data/UTKFace\44_0_2_20170119184036351.jpg.chip.jpg,4,0,2
./data/UTKFace\40_1_0_20170109132716930.jpg.chip.jpg,4,1,0
./data/UTKFace\40_0_0_20170104210228028.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_3_20170119200707996.jpg.chip.jpg,4,0,3
./data/UTKFace\43_0_0_20170117175212882.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_0_20170116225114199.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_4_20170104001839285.jpg.chip.jpg,4,0,4
./data/UTKFace\42_1_0_20170110124244590.jpg.chip.jpg,4,1,0
./data/UTKFace\48_0_2_20170117160518496.jpg.chip.jpg,4,0,2
./data/UTKFace\40_0_4_20170117203403479.jpg.chip.jpg,4,0,4
./data/UTKFace\48_1_0_20170104185815758.jpg.chip.jpg,4,1,0
./data/UTKFace\49_0_3_20170104212655423.jpg.chip.jpg,4,0,3
./data/UTKFace\45_1_0_20170117140127932.jpg.chip.jpg,4,1,0
./data/UTKFace\49_0_3_20170117130532515.jpg.chip.jpg,4,0,3
./data/UTKFace\48_1_0_20170117160521447.jpg.chip.jpg,4,1,0
./data/UTKFace\40_0_0_20170117182850349.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_1_20170117141443985.jpg.chip.jpg,4,0,1
./data/UTKFace\49_0_0_20170111181750448.jpg.chip.jpg,4,0,0
./data/UTKFace\48_0_0_20170111201220613.jpg.chip.jpg,4,0,0
./data/UTKFace\42_0_4_20170104202126618.jpg.chip.jpg,4,0,4
./data/UTKFace\47_0_0_20170105173138581.jpg.chip.jpg,4,0,0
./data/UTKFace\47_1_0_20170117160407279.jpg.chip.jpg,4,1,0
./data/UTKFace\40_0_2_20170104192449111.jpg.chip.jpg,4,0,2
./data/UTKFace\40_0_2_20170116181243263.jpg.chip.jpg,4,0,2
./data/UTKFace\47_0_3_20170119201921580.jpg.chip.jpg,4,0,3
./data/UTKFace\47_1_1_20170113002000875.jpg.chip.jpg,4,1,1
./data/UTKFace\45_0_3_20170119154224697.jpg.chip.jpg,4,0,3
./data/UTKFace\47_1_1_20170113001956524.jpg.chip.jpg,4,1,1
./data/UTKFace\40_0_0_20170116224626718.jpg.chip.jpg,4,0,0
./data/UTKFace\46_0_3_20170119202242015.jpg.chip.jpg,4,0,3
./data/UTKFace\42_0_0_20170117154836485.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_0_20170117192010084.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_0_20170117180830778.jpg.chip.jpg,4,0,0
./data/UTKFace\46_1_0_20170110143242639.jpg.chip.jpg,4,1,0
./data/UTKFace\40_1_0_20170117194649491.jpg.chip.jpg,4,1,0
./data/UTKFace\40_0_4_20170104201550378.jpg.chip.jpg,4,0,4
./data/UTKFace\44_0_3_20170119155759515.jpg.chip.jpg,4,0,3
./data/UTKFace\40_1_0_20170117160718607.jpg.chip.jpg,4,1,0
./data/UTKFace\45_0_2_20170117153932735.jpg.chip.jpg,4,0,2
./data/UTKFace\42_0_0_20170105172318206.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_0_20170116224903727.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_1_20170120221116053.jpg.chip.jpg,4,0,1
./data/UTKFace\48_0_3_20170119201847821.jpg.chip.jpg,4,0,3
./data/UTKFace\40_0_1_20170113135423609.jpg.chip.jpg,4,0,1
./data/UTKFace\47_0_4_20170104211902412.jpg.chip.jpg,4,0,4
./data/UTKFace\45_1_0_20170110154302056.jpg.chip.jpg,4,1,0
./data/UTKFace\40_1_0_20170117201542095.jpg.chip.jpg,4,1,0
./data/UTKFace\45_0_3_20170119195652068.jpg.chip.jpg,4,0,3
./data/UTKFace\43_0_0_20170117185833850.jpg.chip.jpg,4,0,0
./data/UTKFace\42_0_0_20170113185424528.jpg.chip.jpg,4,0,0
./data/UTKFace\46_0_0_20170113185333766.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_3_20170119194836227.jpg.chip.jpg,4,0,3
./data/UTKFace\40_0_2_20170116233718823.jpg.chip.jpg,4,0,2
./data/UTKFace\48_1_4_20170104181540549.jpg.chip.jpg,4,1,4
./data/UTKFace\45_0_3_20170119201202684.jpg.chip.jpg,4,0,3
./data/UTKFace\45_1_0_20170117172231634.jpg.chip.jpg,4,1,0
./data/UTKFace\40_0_0_20170116223913133.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_1_20170117204117178.jpg.chip.jpg,4,0,1
./data/UTKFace\46_0_3_20170112205640068.jpg.chip.jpg,4,0,3
./data/UTKFace\42_1_0_20170109012301228.jpg.chip.jpg,4,1,0
./data/UTKFace\45_0_0_20170116212320846.jpg.chip.jpg,4,0,0
./data/UTKFace\47_0_0_20170117165141482.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_3_20170117154205339.jpg.chip.jpg,4,0,3
./data/UTKFace\44_0_2_20170116193010589.jpg.chip.jpg,4,0,2
./data/UTKFace\46_1_0_20170119192512353.jpg.chip.jpg,4,1,0
./data/UTKFace\48_0_0_20170117183518783.jpg.chip.jpg,4,0,0
./data/UTKFace\42_1_1_20170104210422988.jpg.chip.jpg,4,1,1
./data/UTKFace\45_0_2_20170112205737971.jpg.chip.jpg,4,0,2
./data/UTKFace\40_0_0_20170113210319746.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_0_20170117154520771.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_1_20170117165545265.jpg.chip.jpg,4,0,1
./data/UTKFace\45_0_3_20170112215026424.jpg.chip.jpg,4,0,3
./data/UTKFace\48_0_3_20170119211330007.jpg.chip.jpg,4,0,3
./data/UTKFace\48_0_0_20170117153924476.jpg.chip.jpg,4,0,0
./data/UTKFace\45_0_0_20170117134655807.jpg.chip.jpg,4,0,0
./data/UTKFace\43_1_0_20170103183354850.jpg.chip.jpg,4,1,0
./data/UTKFace\47_0_0_20170104184147589.jpg.chip.jpg,4,0,0
./data/UTKFace\47_1_0_20170117160425905.jpg.chip.jpg,4,1,0
./data/UTKFace\41_0_1_20170117185928397.jpg.chip.jpg,4,0,1
./data/UTKFace\42_0_1_20170113185220472.jpg.chip.jpg,4,0,1
./data/UTKFace\41_0_0_20170117154713956.jpg.chip.jpg,4,0,0
./data/UTKFace\46_0_0_20170109012425702.jpg.chip.jpg,4,0,0
./data/UTKFace\42_0_0_20170117135659058.jpg.chip.jpg,4,0,0
./data/UTKFace\49_0_0_20170119211323601.jpg.chip.jpg,4,0,0
./data/UTKFace\47_0_0_20170113210126541.jpg.chip.jpg,4,0,0
./data/UTKFace\42_0_0_20170113185424528.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_0_20170117135450087.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_3_20170119205507599.jpg.chip.jpg,4,0,3
./data/UTKFace\42_0_0_20170105172318206.jpg.chip.jpg,4,0,0
./data/UTKFace\48_0_3_20170109142337247.jpg.chip.jpg,4,0,3
./data/UTKFace\49_1_0_20170111182452938.jpg.chip.jpg,4,1,0
./data/UTKFace\45_1_0_20170109135632551.jpg.chip.jpg,4,1,0
./data/UTKFace\40_1_2_20170116191614819.jpg.chip.jpg,4,1,2
./data/UTKFace\47_0_4_20170104002129509.jpg.chip.jpg,4,0,4
./data/UTKFace\45_0_4_20170117203306895.jpg.chip.jpg,4,0,4
./data/UTKFace\40_0_0_20170117135204149.jpg.chip.jpg,4,0,0
./data/UTKFace\40_0_1_20170113154944000.jpg.chip.jpg,4,0,1
./data/UTKFace\46_0_0_20170109015549957.jpg.chip.jpg,4,0,0
